Gender,Age,University,Degree_level,Degree_major,Academic_year,CGPA,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities
Male,22,VDIT,Undergraduate,Computer Science,2nd year,7.04,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,1st year,5.57,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.66,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,4th year,8.98,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,1st year,8.93,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,5.5,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,4th year,8.33,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,1st year,8,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,4th year,7.78,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,1st year,8.3,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,4th year,7.11,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,3rd year,5.98,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.16,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,2nd year,6,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,3rd year,8.21,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,5.96,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,8.29,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.81,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.54,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,3rd year,5.46,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.6,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.02,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.42,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,4th year,7.21,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,4th year,6.29,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.33,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,3rd year,8.27,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,2nd year,6.84,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,3rd year,5.33,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,4th year,5.22,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,3rd year,7.28,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,5.33,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.63,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,3rd year,8.54,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,3rd year,8.87,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.79,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,3rd year,8.82,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,1st year,7.11,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.41,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,2nd year,6.43,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.24,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,4th year,6.77,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,3rd year,5.93,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,2nd year,5.39,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,1st year,7.41,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,3rd year,8.09,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,4th year,6.54,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,3rd year,6.23,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,2nd year,7.3,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.23,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,3rd year,8.3,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,4th year,7.23,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,1st year,8.27,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,8.36,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,4th year,5.74,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.21,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,3rd year,5.75,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,4th year,6.77,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,3rd year,6,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,1st year,6.29,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,8.11,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,7.4,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,3rd year,5.44,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,4th year,8.31,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.68,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.29,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.21,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.59,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,3rd year,8.52,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.05,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,2nd year,5.87,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.9,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,4th year,7.52,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.37,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.16,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,3rd year,6.64,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,1st year,8.57,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,3rd year,5.93,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.33,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.52,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.95,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,2nd year,6.95,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,7.38,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.81,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.61,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,3rd year,6.93,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.78,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,2nd year,8.56,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,1st year,5.93,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.26,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,4th year,6.99,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,4th year,7.16,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,7.05,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,4th year,6.61,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.88,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.13,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,5.92,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,1st year,6.76,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.19,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,3rd year,8.87,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,1st year,8.6,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,3rd year,7.55,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,1st year,5.42,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,3rd year,7.22,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,1st year,6.06,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,4th year,5.53,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,4th year,5.94,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,4th year,5.57,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.3,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,1st year,8.21,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,1st year,6.29,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,1st year,5.14,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,4th year,7.02,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,4th year,7.39,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.94,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,4th year,8.05,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.97,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.28,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.12,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,1st year,6,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.95,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,1st year,5.17,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,3rd year,6.5,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,1st year,7.84,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,1st year,8.91,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,3rd year,8.52,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,4th year,7.07,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,4th year,8.17,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,4th year,7.3,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.15,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.85,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.11,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,1st year,8.63,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.15,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,4th year,7.16,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,4th year,5.88,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.67,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,2nd year,6,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,3rd year,5.85,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.17,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,3rd year,7.7,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.7,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.83,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.39,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,4th year,5.65,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,1st year,7.03,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,8.5,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,1st year,7.12,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,4th year,8.88,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.11,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,2nd year,8.58,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.82,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.02,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,2nd year,5.12,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.35,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.68,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,2nd year,6.7,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,4th year,7.68,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.96,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,4th year,7.82,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.33,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.26,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.55,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,2nd year,6.6,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,2nd year,5.64,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,3rd year,6.73,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,2nd year,8.6,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.94,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,2nd year,7.22,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,4th year,5.5,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,1st year,6.68,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,1st year,7.66,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,8.91,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.83,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.94,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.47,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,3rd year,7.06,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.44,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,3rd year,8.56,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,1st year,6.59,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.9,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,1st year,8.68,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.96,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,8.15,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.82,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,1st year,5.77,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,3rd year,8.31,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,4th year,7.92,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,4th year,6.66,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,3rd year,7.47,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.3,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,1st year,8.97,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.63,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,2nd year,8.1,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,6.81,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.42,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.1,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,2nd year,7.53,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,3rd year,8.01,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.62,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.96,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,7.08,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.08,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.68,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.59,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.55,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,2nd year,8.21,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,4th year,7.97,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.62,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.41,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,1st year,7.08,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,7.82,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.01,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,4th year,8.98,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.63,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.04,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.1,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,5.98,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,4th year,8.53,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,5.76,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,4th year,6.01,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,1st year,8.8,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,4th year,8,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,3rd year,5.48,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,2nd year,7.92,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,1st year,7.46,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,7.97,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,5.39,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.36,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.02,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,1st year,7.16,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.89,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,6.92,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,8.98,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,3rd year,5.33,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.4,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.89,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.9,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,3rd year,8.1,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.3,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,1st year,5.5,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,4th year,8.54,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,6.26,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.19,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.28,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.91,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,4th year,8.49,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,3rd year,8.94,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,4th year,5.33,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.12,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,3rd year,5.39,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.11,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,2nd year,7.88,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.67,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,3rd year,6.19,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,7.72,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,3rd year,8.01,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,2nd year,5.71,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,4th year,8.6,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.79,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,7.6,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,7.09,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,8.33,Off-Campus,,,,,,,,,,,
